"NUM_DAU";"COMM";"SEC_CADASTRE1";"NUM_CADASTRE1";"DESTINATION_PRINCIPALE";"SURF_LOC_CREEE";"SURF_LOC_AVANT";"ETAT_DAU";"DATE_REELLE_AUTORISATION";"DATE_REELLE_DOC";"SUPERFICIE_TERRAIN"
"00117522D0005";"01175";"WE";"244";6;2347;146;2;"2022-10-21";;5968
"00122422A0017";"01224";"0F";"161";6;1448;0;2;"2022-10-03";;3646
"00122821H0004";"01228";"AC";"61";6;1168;27000;5;"2022-01-27";"2022-11-01";147240
"00124121D0024";"01241";"ZM";"116";6;1150;0;2;"2022-02-16";;5626
"00124821V0023";"01248";"ZP";"158";8;14217;0;2;"2022-04-08";;69297
"00124821V0024";"01248";"ZP";"20";8;30578;0;2;"2022-05-04";;71779
"00124921A0041";"01249";"ZD";"257";8;2491;0;5;"2022-02-15";"2024-10-14";5950
"00124921A0057";"01249";"AR";"18";6;1950;8797;2;"2022-07-11";;22604
"00124921A0060";"01249";"AR";"17";6;1328;2473;5;"2022-05-03";"2023-02-01";9000
"00126321V0024";"01263";"AB";"935";6;1056;0;2;"2022-03-02";;0
"00126522H0010";"01265";"AA";"17";8;2120;4516;5;"2022-11-10";"2024-01-15";15476
"00128322H0006";"01283";"AY";"145";8;5570;23873;2;"2022-05-17";;0
"00128322H0008";"01283";"0C";"1011";6;2002;1760;2;"2022-06-24";;46078
"00128322H0009";"01283";"0C";"727";6;2079;3812;2;"2022-06-24";;10850
"00128322H0023";"01283";"AB";"626";4;1252;1065;2;"2022-12-08";;3291
"00130422D0003";"01304";"ZE";"281";6;5430;0;5;"2022-05-31";"2022-09-05";3411
"00130422D0007";"01304";"ZE";"275";6;4462;0;2;"2022-07-04";;36395
"00130422D0009";"01304";"ZE";"310";8;1589;0;2;"2022-06-20";;0
"00132221V0047";"01322";"AC";"479";6;1073;0;2;"2022-07-04";;6529
"00134421D0027";"01344";"AH";"181";4;3437;0;5;"2022-04-22";"2023-04-01";760
"00135022C0011";"01350";"0C";"1333";6;2979;3849;2;"2022-11-10";;20389
"00136521D0006";"01365";"ZA";"142";8;52800;0;2;"2022-03-09";;117272
"00137821A0025";"01378";"0F";"1584";8;11314;2932;5;"2022-03-04";"2023-04-11";25751
"00139622A0001";"01396";"AH";"96";6;1670;3082;5;"2022-10-06";"2023-03-28";8486
"00142722V0006";"01427";"AL";"60";3;4958;0;5;"2022-05-17";"2023-03-13";10392
"00144322V0004";"01443";"BV";"65";4;1665;0;2;"2022-09-29";;10280
"00145121D0035";"01451";"BN";"267";4;1384;0;2;"2022-01-13";;20331
"00145122A0006";"01451";"0E";"1561";6;2247;2199;2;"2022-07-06";;7159
"00145122A0015";"01451";"ZO";"105";6;2852;2648;2;"2022-08-05";;88456
"00204622SE004";"02046";;;8;5219;0;2;"2022-09-23";;0
"00208520M0001";"02085";"ZD";"224";8;63610;0;2;"2022-10-26";;123503
"00213422R0003";"02134";"0A";"1243";6;9778;0;2;"2022-11-29";;24604
"00217322J0002";"02173";"BI";"201";8;1558;0;2;"2022-03-17";;4818
"00217322J0039";"02173";"BO";"60";6;7666;26140;2;"2022-10-23";;120597
"00255822TC005";"02558";"AB";"77";6;1269;13546;2;"2022-09-05";;65169
"0026022200003";"02602";;;4;1529;1000;5;"2022-04-19";"2023-02-15";0
"00260721AS001";"02607";"ZA";"20";8;1674;4558;2;"2022-03-11";;19396
"00260722AS001";"02607";"ZA";"25";8;34971;0;2;"2022-08-24";;87023
"00269121W0084";"02691";"ZR";"132";6;15122;0;2;"2022-05-12";;67700
"00269122W0039";"02691";"ZP";"64";6;9276;0;5;"2022-09-23";"2023-06-20";79885
"00273822J0002";"02738";"AC";"40";6;15269;974;2;"2022-03-31";;998608
"00274122VO002";"02741";"A";"125";6;1760;0;2;"2022-06-09";;7781
"00281022Z0008";"02810";"AE";"1";8;1955;10174;5;"2022-08-02";"2023-08-07";88175
"00300122A0010";"03001";"ZH";"214";3;3038;16806;2;"2022-08-17";;119889
"00303722M0001";"03037";"A";"945";4;1863;0;2;"2022-06-14";;32426
"00309322A0006";"03093";"A";"1027";6;2665;0;5;"2022-08-23";"2022-10-28";27270
"00310021M0013";"03100";"AL";"129";8;1013;0;5;"2022-02-26";"2022-02-27";6513
"00311222M0004";"03112";"AA";"28";8;1830;0;2;"2022-08-06";;7696
"00318521A0048";"03185";"AD";"517";4;1212;0;5;"2022-01-21";"2024-06-01";2152
"00319321M0004";"03193";"AD";"116";4;1440;15;5;"2022-02-14";"2023-02-16";4277
"0033052200003";"03305";"AW";"138";6;1433;0;2;"2022-07-21";;0
"00331021A1041";"03310";"AD";"612";4;2128;0;5;"2022-08-09";"2024-05-13";3679
"00332122P1021";"03321";"18";"115";8;24631;0;2;"2022-09-22";;129925
"0040632200005";"04063";"B";"2005";8;1047;0;2;"2022-10-28";;2764
"00408821S0037";"04088";"ZD";"192";6;1181;0;5;"2022-03-22";"2022-09-01";0
"0041122100023";"04112";"AY";"57";4;2512;3356;5;"2022-01-17";"2022-03-07";8125
"00414522D0003";"04145";"ZA";"280";4;1506;0;2;"2022-07-12";;5856
"00414522D0004";"04145";"ZB";"259";4;2933;1060;2;"2022-12-06";;7319
"0041492200002";"04149";"AA";"100";8;1767;3074;2;"2022-06-03";;19061
"0041492200012";"04149";"AA";"70";3;1200;0;5;"2022-09-14";"2023-01-03";18882
"0042402200001";"04240";"B";"1755";4;1151;0;5;"2022-05-30";"2023-04-03";13333
"00502321H0067";"05023";"AS";"180";4;2685;310;2;"2022-07-18";;6499
"00506121P0145";"05061";"AN";"351";3;2284;0;5;"2022-02-01";"2022-07-12";5833
"00506122P0070";"05061";"AN";"233";8;2402;1794;5;"2022-10-13";"2023-01-16";7459
"00507021C0023";"05070";"I";"1368";8;1221;0;2;"2022-01-21";;4215
"00600421A0105";"06004";"DR";"155";4;4226;4226;5;"2022-11-22";"2024-01-22";10533
"00601821B0024";"06018";"AB";"69";3;1842;0;2;"2022-04-26";;4000
"0060272200012";"06027";"AH";"367";3;4066;11548;5;"2022-12-07";"2023-09-01";34343
"00604421C0051";"06044";"AY";"67";6;1180;0;2;"2022-03-25";;2690
"00604822G0002";"06048";"CC";"76";8;1807;0;2;"2022-08-22";;5550
"00604822G0006";"06048";"CC";"79";8;1536;0;2;"2022-12-16";;8438
"00605422G0004";"06054";"0C";"184";8;2061;0;2;"2022-08-09";;4058
"00605722G0005";"06057";"0B";"865";6;1938;0;5;"2022-09-28";"2023-05-14";6000
"00606922E0009";"06069";"DE";"98";6;4505;0;2;"2022-06-02";;9213
"00606922E0012";"06069";"EI";"308";6;2176;2040;2;"2022-06-21";;0
"00606922E0036";"06069";"DE";"595";6;1892;26608;2;"2022-08-02";;135802
"00607922D0017";"06079";"AL";"177";4;1050;1568;2;"2022-12-06";;17546
"00608522D0033";"06085";"CK";"137";8;7589;0;2;"2022-12-13";;5844
"00608821S0382";"06088";"AI";"21";8;3367;396;5;"2022-07-25";"2023-01-02";15680
"00608822S0120";"06088";"OH";"81P";3;5965;0;2;"2022-12-21";;1430
"00608822S0121";"06088";"OB";"55P";3;6116;0;2;"2022-12-24";;1302
"00610822D0017";"06108";"AB";"221";6;2104;0;5;"2022-10-28";"2023-10-16";13964
"00612821C0041";"06128";"AO";"103";3;1890;0;2;"2022-11-19";;8799
"00700522C0006";"07005";"A";"2055";8;1800;0;2;"2022-06-08";;2200
"00707822A0013";"07078";"AA";"124";4;1176;0;2;"2022-12-29";;4948
"00711722D0012";"07117";"F";"285";8;1472;0;2;"2022-08-12";;1
"00712222D0010";"07122";"0B";"1415";6;2076;0;2;"2022-09-28";;3160
"00715721C0006";"07157";"AK";"174";4;4301;0;5;"2022-02-22";"2024-04-29";16893
"00718121C0016";"07181";"ZB";"366";8;3012;5979;5;"2022-01-31";"2023-09-01";21712
"00720422B0010";"07204";"AE";"309";8;1077;0;5;"2022-11-30";"2023-12-18";3902
"00722521A0036";"07225";"A";"992";4;1266;0;2;"2022-05-17";;12090
"00731621A0020";"07316";"ZB";"158";4;1200;0;2;"2022-03-09";;5201
"00809021E0005";"08090";"AS";"165";4;2140;1053;5;"2022-02-07";"2022-06-20";13519
"00809722E0002";"08097";"AC";"57";6;1085;17394;5;"2022-06-11";"2022-10-03";46736
"00812522A0001";"08125";"C";"356";8;1819;4506;2;"2022-11-29";;0
"00814522E0011";"08145";"AB";"157";6;1308;11927;2;"2022-11-21";;27196
"00823622U0003";"08236";"ZI";"26";4;1168;4525;2;"2022-08-19";;17054
"00841921U0007";"08419";"BM";"67";6;1660;4232;2;"2022-02-21";;123410
"00842722U0003";"08427";"ZL";"49";8;1876;0;2;"2022-08-05";;0
"00910121A0006";"09101";"ZH";"28";8;1684;0;2;"2022-02-18";;0
"00910522A0007";"09105";"0B";"1733";8;1244;0;2;"2022-11-16";;3025
"00912221C0053";"09122";"AS";"111";4;6780;6494;5;"2022-09-07";"2023-09-04";31284
"00922521K0057";"09225";"AO";"151";3;1120;0;5;"2022-03-04";"2022-04-06";2254
"00922521K0076";"09225";"YB";"118";6;3699;0;2;"2022-03-09";;38081
"00922522K0047";"09225";"AM";"105";6;2556;11308;5;"2022-12-14";"2024-03-15";36937
"0093062100016";"09306";"B";"773";4;1680;0;2;"2022-04-05";;6856
"00931422A0002";"09314";"ZA";"147";8;1858;0;5;"2022-08-30";"2023-09-30";25432
"00932422A0004";"09324";"ZB";"35";6;1203;1375;5;"2022-06-23";"2022-11-14";9667
"01000621W0007";"10006";"AB";"27";4;1552;230;2;"2022-03-01";;5210
"01001821C0005";"10018";"B";"1873P";4;1432;0;5;"2022-02-18";"2022-05-30";9073
"0100302200001";"10030";"AI";"12";4;1979;5300;2;"2022-05-11";;40701
"01018722E0001";"10187";"ZD";"247";4;1325;0;2;"2022-03-17";;0
"0101912100003";"10191";"ZM";"436";6;1738;0;2;"2022-06-13";;3885
"01026822D0003";"10268";;;4;1778;0;2;"2022-06-16";;0
"01026822D0007";"10268";;;6;2090;39745;2;"2022-08-03";;0
"01034122W0001";"10341";"ZA";"136";8;4895;11932;2;"2022-07-26";;74859
"0103622200003";"10362";"ZI";"22";3;1203;0;2;"2022-04-26";;7747
"0103622200005";"10362";"ZI";"167";8;4910;12676;2;"2022-09-15";;22036
"0103872100094";"10387";"AB";"182";6;2774;0;5;"2022-03-21";"2022-07-16";11785
"01102322D0006";"11023";"C";"385";8;1503;0;2;"2022-11-04";;46270
"0110332200006";"11033";"YB";"99";8;1303;300;5;"2022-12-08";"2024-01-09";9361
"01106822D0002";"11068";"B";"60";8;1367;0;2;"2022-06-09";;2740
"0110692100156";"11069";"BT";"155";4;1263;0;5;"2022-04-11";"2022-11-15";2996
"0112032100075";"11203";"E";"2212";8;3668;0;5;"2022-01-26";"2022-05-04";8598
"0112032200026";"11203";"BD";"17";4;1588;0;5;"2022-10-11";"2023-02-27";6120
"0112032200034";"11203";"BD";"390";4;9102;2808;2;"2022-11-24";;34947
"0112032200043";"11203";"E";"2138";6;2857;0;2;"2022-11-16";;23970
"0112622100269";"11262";"CY";"251";4;2377;0;5;"2022-04-13";"2022-05-09";0
"0112622200092";"11262";"DE";"136";8;2568;13548;2;"2022-10-31";;18316
"0112622200121";"11262";"DH";"331";3;2229;0;2;"2022-12-20";;2556
"0112662100041";"11266";"AD";"181";6;5737;0;5;"2022-02-12";"2023-06-06";56088
"0113792100050";"11379";"AW";"351";4;6767;0;5;"2022-08-03";"2024-02-22";16324
"0113832230001";"11383";"ZA";"93";8;3280;305;5;"2022-06-14";"2024-06-10";140029
"01139722D0005";"11397";"AP";"79";6;6841;0;2;"2022-05-12";;32396
"01139722D0008";"11397";"AP";"11";8;5570;0;5;"2022-09-02";"2022-11-21";46953
"01203322G0025";"12033";"F";"605";8;2010;0;2;"2022-10-28";;56445
"01205622G0005";"12056";"A";"760";8;1890;0;2;"2022-06-28";;8557
"01206321G0023";"12063";"ZP";"27";6;5420;0;2;"2022-04-14";;65425
"01211922G0016";"12119";"L";"1854";6;3795;2821;2;"2022-10-31";;20377
"01213322A0021";"12133";"AN";"39";4;1183;651;2;"2022-10-21";;2438
"01213721A1015";"12137";"D";"1077";4;1251;0;5;"2022-02-21";"2022-03-28";0
"01216921G0021";"12169";"E";"615";6;2412;17201;2;"2022-01-17";;76808
"01217421A1017";"12174";"AM";"196";6;9410;0;5;"2022-02-18";"2024-07-01";24322
"01219522G0003";"12195";;;6;1183;10356;2;"2022-04-28";;0
"01222321G0024";"12223";"ZK";"72";6;1321;0;2;"2022-01-05";;9980
"01223521G0003";"12235";"E";"634";8;1444;0;2;"2022-01-18";;23825
"01226422A0015";"12264";"A";"1100";3;2325;150;5;"2022-11-22";"2025-02-15";1376
"01300121J0331";"13001";"IO";"124";3;1436;0;2;"2022-03-10";;3057
"01300121J0375";"13001";"KC";"94";3;5600;772;2;"2022-05-23";;4800
"01300121J0404";"13001";"KR";"42";6;7800;1670;2;"2022-05-06";;17320
"01300122J0011";"13001";"IO";"37";3;2296;0;2;"2022-08-16";;9290
"01300122J0041";"13001";"CK";"187";3;2719;285;2;"2022-12-20";;1136
"01300421R0334";"13004";"CO";"880";8;3031;5646;5;"2022-03-22";"2022-07-04";20174
"01300422R0003";"13004";"CO";"592";8;1976;343;5;"2022-07-11";"2023-06-01";3985
"01300422R0050";"13004";"CO";"821";8;1032;2443;2;"2022-09-26";;7958
"0130052100136";"13005";"BK";"62";3;4918;0;2;"2022-01-13";;5190
"0130052100148";"13005";"CR";"91";3;4994;0;5;"2022-02-04";"2023-07-20";5025
"0130052100156";"13005";"DX";"181";4;1010;0;5;"2022-02-19";"2022-07-03";3288
"0130052100194";"13005";"DV";"11";4;1063;443;2;"2022-06-24";;2835
"0130052200070";"13005";"CV";"832";6;15594;21237;5;"2022-08-04";"2023-03-31";77474
"0130052200108";"13005";"CV";"832";3;11736;36831;5;"2022-09-23";"2023-03-31";78197
"0130052200111";"13005";"BK";"3";3;6400;0;2;"2022-09-30";;9351
"01301022N0009";"13010";"BY";"91";8;3520;3520;5;"2022-10-19";"2022-11-07";10391
"01301422F0006";"13014";"AS";"9";8;62858;0;2;"2022-08-10";;160898
"01301422F0028";"13014";"CW";"212";8;1180;0;5;"2022-11-21";"2025-01-15";11824
"01301422F0032";"13014";"CX";"475";6;1987;0;2;"2022-10-13";;5490
"0130152200032";"13015";"CN";"209";8;7731;0;2;"2022-10-25";;20542
"01301922K0017";"13019";"BS";"120";8;1250;0;2;"2022-07-13";;4431
"01302521L0007";"13025";"AN";"111";4;1336;0;5;"2022-07-11";"2024-04-08";5027
"01302622H0024";"13026";"BV";"102";6;2717;2785;5;"2022-11-17";"2024-01-02";15165
"01302821B0153";"13028";"BZ";"799";3;4250;107;2;"2022-09-01";;11130
"01302822B0035";"13028";"CE";"643";3;1920;0;5;"2022-10-03";"2023-04-15";5224
"01303121A0018";"13031";"AA";"116";4;2978;0;5;"2022-06-08";"2024-01-22";4001
"0130322100052";"13032";"BD";"637";3;2444;0;2;"2022-02-03";;60761
"0130322100084";"13032";"BD";"586";3;2499;0;2;"2022-06-10";;4262
"01303721F0036";"13037";"AI";"178";4;1638;0;5;"2022-03-02";"2022-07-11";7934
"01303921G0034";"13039";"B";"3154";8;1081;0;2;"2022-01-10";;2786
"01303922G0057";"13039";"AB";"25";6;1850;8064;2;"2022-12-09";;1850855
"01304022L0025";"13040";"AW";"235";4;1363;220;2;"2022-09-16";;1503
"01304121K0080";"13041";"AL";"55";6;1200;1878;5;"2022-03-22";"2022-06-07";7922
"01304121K0087";"13041";"CK";"112";8;1101;0;2;"2022-03-24";;2038
"01304122K0002";"13041";"AL";"1";8;4073;336;2;"2022-08-25";;6871
"01304122K0003";"13041";"CM";"75";4;1392;0;5;"2022-04-13";"2022-05-01";5694
"01304122K0023";"13041";"CL";"444";8;1892;0;5;"2022-07-15";"2022-11-07";16390
"01304521N0018";"13045";"AB";"200";3;2174;0;2;"2022-03-22";;2989
"01305221P0025";"13052";"B";"332";4;1573;1420;5;"2022-02-21";"2022-06-28";14048
"01305421F0069";"13054";"AB";"1";6;3409;158097;2;"2022-01-27";;372576
"0130542200024";"13054";"CE";"27";3;1242;1219;5;"2022-10-28";"2023-04-24";4712
"0130542200034";"13054";"Z";"162";6;2439;0;2;"2022-10-28";;5975
"0132022100934";"13055";"D";"80";3;1967;10825;5;"2022-05-20";"2023-06-23";307
"0132112200259";"13055";"D";"99";6;1047;80;2;"2022-10-04";;1284
"0132112200620";"13055";"K";"265";4;1497;25679;5;"2022-12-13";"2023-02-22";35726
"0132142200587";"13055";"A";"103";8;1397;5637;2;"2022-10-12";;12904
"0132152200754";"13055";"D";"92";8;2495;0;2;"2022-12-27";;7031
"0130562200073";"13056";"EO";"463";3;1176;1053;2;"2022-10-25";;7916
"01306322G0042";"13063";"AE";"63";8;1418;0;2;"2022-10-20";;39591
"01306722N0001";"13067";"CT";"3";6;1408;1697;5;"2022-04-12";"2022-07-20";5729
"01307121C0048";"13071";"AN";"103";4;1007;0;2;"2022-04-05";;2530
"01307121C0142";"13071";"AM";"173";3;2297;0;2;"2022-06-15";;2372
"01307121C0166";"13071";"AM";"150";4;6695;101;2;"2022-08-03";;9418
"01307122C0035";"13071";"CT";"507";3;1888;177;2;"2022-08-24";;1886
"01307122C0065";"13071";"CR";"288";6;2985;0;5;"2022-10-28";"2023-01-16";0
"0130762100016";"13076";"AO";"456";4;2507;550;5;"2022-05-17";"2023-06-28";7018
"01307822S0014";"13078";"C";"3249";8;1650;0;5;"2022-10-12";"2024-08-26";10387
"01308122F0011";"13081";"BT";"620";8;2734;0;5;"2022-06-14";"2023-05-22";8478
"01308321N0015";"13083";"AI";"43A";8;2424;0;2;"2022-03-17";;5121
"01308422M0002";"13084";"AA";"120";6;3590;5337;2;"2022-08-30";;73430
"0130882200004";"13088";"AA";"307P";8;4674;0;2;"2022-08-04";;14310
"01309222G0018";"13092";"AO";"12";8;1439;9559;2;"2022-12-05";;57097
"01309721S0038";"13097";"BM";"21";4;2306;841;5;"2022-03-14";"2022-08-22";9096
"0130982200007";"13098";"AO";"177";4;1104;680;2;"2022-08-25";;3655
"01309921M0007";"13099";"0C";"543";3;5515;0;5;"2022-02-10";"2023-02-06";31914
"01309921M0009";"13099";"0B";"119";3;5518;0;5;"2022-03-13";"2023-06-19";2270160
"01310322E0087";"13103";"AH";"65";3;2566;506;5;"2022-11-21";"2024-10-14";862
"0131052200019";"13105";"BT";"287";8;1615;2301;2;"2022-12-16";;11456
"01310821S0029";"13108";"ZK";"74";6;1160;3794;5;"2022-01-27";"2023-04-03";54060
"01311021L0064";"13110";"CH";"373";4;1119;0;2;"2022-07-18";;3808
"0131132100023";"13113";"BP";"100";6;6934;0;5;"2022-04-05";"2023-12-04";22750
"01311721F0055";"13117";"CI";"103";4;2335;0;2;"2022-03-11";;13976
"01311721F0060";"13117";"CD";"5";8;3549;4941;5;"2022-01-21";"2022-12-04";22646
"01311722F0001";"13117";"AY";"61";8;1200;0;2;"2022-04-08";;2232
"01311722F0024";"13117";"AB";"54";8;3340;0;2;"2022-07-22";;6363
"01311722F0027";"13117";"BI";"63";4;4317;15300;2;"2022-11-18";;52191
"01311722F0051";"13117";"AX";"45";8;3404;1377;5;"2022-12-16";"2024-06-18";5018
"01402022P0007";"14020";;;8;1568;0;2;"2022-12-15";;0
"01410122P0005";"14101";"A";"510";8;1036;0;5;"2022-06-30";"2023-02-06";3181
"01410122P0009";"14101";"A";"487";3;2010;0;2;"2022-11-23";;1515
"01411921R0033";"14119";"AK";"420";4;1436;0;5;"2022-03-25";"2022-08-11";3128
"01413721R0017";"14137";"BB";"34";8;1094;3419;2;"2022-02-21";;9881
"01416722P0004";"14167";"BH";"41";6;8942;0;5;"2022-07-29";"2022-10-03";102003
"01418120P0018";"14181";"AK";"272 P";6;21785;0;5;"2022-04-11";"2023-03-20";90745
"01422021P0043";"14220";"AM";"35";8;1039;5755;5;"2022-05-03";"2024-09-16";19080
"01422122P0003";"14221";"OZ";"276";8;1255;0;2;"2022-07-26";;4487
"01424221P0012";"14242";"AC";"225";4;6048;0;5;"2022-04-22";"2022-10-19";10000
"01424222P0004";"14242";"AC";"174";3;7319;0;5;"2022-11-08";"2023-05-30";94954
"01427122P0007";"14271";"AS";"91";4;4752;0;2;"2022-09-19";;49884
"01427122P0012";"14271";"AS";"80";6;1653;2530;5;"2022-10-26";"2023-02-27";16016
"01427122P0014";"14271";"AS";"90";6;2942;0;2;"2022-12-16";;15574
"01427122R0008";"14271";"AT";"453";3;7432;0;5;"2022-12-19";"2025-04-22";7896
"01433321R0036";"14333";"CO";"213";8;9326;26359;5;"2022-03-21";"2023-01-01";75912
"01433321R0044";"14333";"CC";"87";8;33951;0;5;"2022-02-24";"2024-06-14";92934
"01433321R0045";"14333";"CC";"103";8;38918;0;2;"2022-02-24";;95398
"01433321R0046";"14333";"CD";"158";3;2357;0;5;"2022-05-04";"2025-01-13";4698
"01433321R0055";"14333";"CN";"36";8;5068;4960;5;"2022-04-28";"2022-07-25";20406
"01434121P0052";"14341";;;4;10913;0;5;"2022-04-01";"2022-04-01";0
"01434122R0006";"14341";"BK";"355";3;1951;0;5;"2022-07-26";"2022-09-22";12525
"01438921R0003";"14389";"ZC";"19";8;3444;11;5;"2022-03-17";"2022-04-25";31469
"01443720R0031";"14437";"CD";"46";8;54708;0;5;"2022-04-11";"2023-03-20";113688
"01443722P0015";"14437";"CD";"56";6;2342;0;5;"2022-10-19";"2023-04-03";49524
"01443722P0025";"14437";"CD";"56";8;1438;0;5;"2022-12-02";"2024-07-01";46247
"01443722P0026";"14437";"CD";"109";8;3950;0;5;"2022-12-02";"2025-12-10";4028
"01443722P0027";"14437";"CD";"56";8;2073;0;5;"2022-12-02";"2024-07-01";49524
"01445621R0059";"14456";"ZB";"77";6;1250;4994;2;"2022-03-10";;21542
"01445622P0014";"14456";"ZB";"135";8;1115;0;2;"2022-09-10";;50055
"0144602200009";"14460";"ZC";"101";6;1409;0;2;"2022-09-30";;16328
"01453822P0016";"14538";"BA";"14";4;1490;0;2;"2022-11-23";;4708
"01453822P0018";"14538";"Z";"307";8;4354;0;2;"2022-12-22";;9696
"01455621R0013";"14556";"ZB";"10P";4;1048;0;2;"2022-03-22";;3212
"01455622R0004";"14556";"ZB";"46";3;1169;0;2;"2022-10-11";;3046
"01455622R0007";"14556";"ZB";"50";3;1223;0;2;"2022-12-07";;2959
"01455721P0015";"14557";"AB";"348";8;2703;3707;5;"2022-05-05";"2024-09-16";16486
"01462722R0001";"14627";"ZR";"31";6;1539;0;2;"2022-06-10";;6662
"01463022P0009";"14630";"AD";"116";8;5060;0;5;"2022-10-13";"2023-04-24";45982
"01465922R0032";"14659";"AH";"215";8;1355;12595;2;"2022-09-22";;47689
"01467522P0001";"14675";"BA";"100";4;14800;0;2;"2022-02-28";;31478
"01467522R0007";"14675";"BA";"135";4;1731;0;5;"2022-11-10";"2023-03-30";0
"01473822P0007";"14738";"ZT";"609";8;3623;0;5;"2022-06-20";"2022-08-22";10147
"01476222R0052";"14762";"A";"661";8;1383;3069;2;"2022-11-02";;100725
"01501422A0003";"15014";"AZ";"15";8;2124;973;2;"2022-06-16";;2476
"01505521S0007";"15055";"ZK";"250";6;1599;0;5;"2022-04-21";"2022-10-13";10106
"01509022A0003";"15090";"B";"1551";6;1218;0;2;"2022-10-20";;6364
"01511922S0002";"15119";"ZH";"67";8;1416;0;2;"2022-05-05";;0
"01518721S0029";"15187";"AL";"14";8;1165;1440;5;"2022-03-07";"2022-04-04";12208
"01526721A0039";"15267";"AB";"199";3;1044;0;5;"2022-02-03";"2022-05-18";5642
"01526722A0010";"15267";"AE";"130";8;2009;1011;5;"2022-09-27";"2023-10-01";33131
"01601221W0012";"16012";"A";"208";6;6290;0;5;"2022-01-03";"2022-05-04";94392
"01601822W0003";"16018";"ZK";"106";8;1138;0;5;"2022-03-31";"2022-11-20";4898
"01602821W0029";"16028";"0A";"155";8;1176;0;2;"2022-02-22";;5545
"01607821C0056";"16078";"CC";"85";4;2453;395;5;"2022-02-17";"2022-10-27";2437
"01608922W0007";"16089";"AP";"394";8;1500;0;2;"2022-07-27";;23920
"01610222T0026";"16102";"AW";"1206";3;6974;861;2;"2022-12-29";;29744
"01621722W0005";"16217";"ZE";"294";8;1075;5707;5;"2022-08-10";"2022-08-29";19910
"01626922C0005";"16269";"0C";"67";8;1500;0;2;"2022-06-29";;77073
"01629222N0007";"16292";"BC";"206";8;18145;116487;5;"2022-07-05";"2022-11-02";364030
"01635022C0004";"16350";"0B";"635";6;2780;17781;2;"2022-12-08";;43576
"01635921W0014";"16359";"ZA";"107";6;1598;1928;2;"2022-04-26";;7229
"01635922W0007";"16359";"ZA";"66";3;4045;25343;5;"2022-12-29";"2023-06-19";317008
"01638422W0007";"16384";"A";"974P";8;2289;2513;5;"2022-11-22";"2023-01-24";11725
"01639322X0007";"16393";"ZN";"276";8;22238;44379;2;"2022-09-01";;151620
"01700821C0034";"17008";"ZB";"155";4;5748;7262;5;"2022-07-18";"2023-03-23";26140
"01700822C0008";"17008";"ZB";"31";4;1073;0;5;"2022-09-02";"2023-09-04";2440
"01707421H0014";"17074";"F";"149";8;1296;0;2;"2022-01-12";;769496
"0171422200050";"17142";"ZD";"148";8;1447;0;2;"2022-12-22";;2884
"01718622C0007";"17186";"ZB";"266";8;1026;0;2;"2022-06-02";;2103
