"NUM_DAU";"COMM";"SEC_CADASTRE1";"NUM_CADASTRE1";"DESTINATION_PRINCIPALE";"SURF_LOC_CREEE";"SURF_LOC_AVANT";"ETAT_DAU";"DATE_REELLE_AUTORISATION";"DATE_REELLE_DOC";"SUPERFICIE_TERRAIN"
"02A24920N0001";"2A249";"B";"241";8;1200;0;2;"2020-03-03";;3000
"02A27119A0025";"2A271";"C";"2016";8;1940;0;2;"2020-01-08";;3545
"02A27120A0014";"2A271";"C";"2016";8;2320;0;5;"2020-08-13";"2023-06-12";3545
"02B03320A0003";"2B033";"BM";"963";3;1475;0;5;"2020-05-04";"2023-05-03";511
"02B03720N0002";"2B037";"C0";"1764";8;3000;0;5;"2020-09-20";"2022-04-20";0
"02B04220N0001";"2B042";"A0";"1265";8;1750;0;5;"2020-02-18";"2022-05-12";10000
"02B04220N0018";"2B042";"E0";"597";8;1069;2522;2;"2020-06-22";;19894
"02B09319B0051";"2B093";;;8;1384;0;5;"2020-04-22";"2021-10-11";4616
"02B09320B0024";"2B093";"A";"996";4;1554;0;2;"2020-10-02";;3656
"02B09619S0033";"2B096";"AR";"54";3;1070;0;5;"2020-02-14";"2020-05-11";5619
"02B12020N0015";"2B120";"B0";"2974";8;2032;0;2;"2020-09-15";;2794
"02B14820N0034";"2B148";"BH";"74";8;1011;1105;2;"2020-09-14";;0
"02B20720N0014";"2B207";"A";"2128";8;1390;2507;2;"2020-07-27";;0
"02B34119S0005";"2B341";"AB";"86";8;1858;30;2;"2020-02-19";;8730
"03000620V0004";"30006";"AH";"1";3;1414;1749;2;"2020-07-06";;0
"03000711C0118";"30007";"BW";"436";4;4679;0;2;"2020-04-27";;10543
"03000719C0157";"30007";"AS";"563";8;1300;1060;2;"2020-02-21";;4250
"03003219R0004";"30032";"BS";"1";8;41527;0;5;"2020-06-08";"2021-02-16";118391
"03012320P0001";"30123";"AR";"24";3;6225;0;5;"2020-03-12";"2021-02-15";22179
"03012520N0040";"30125";"AK";"247";8;9794;19575;2;"2020-12-11";;65561
"03018920P0039";"30189";"KL";"122";4;2221;0;2;"2020-09-09";;28959
"03025520N0014";"30255";"B";"43";4;1891;0;2;"2020-11-17";;11320
"03025819T0094";"30258";"B0";"1048";8;20118;0;5;"2020-02-07";"2020-11-23";55000
"03025819T0109";"30258";"B0";"847";6;14409;0;2;"2020-03-12";;47195
"03028420C0010";"30284";"AN";"534";6;1199;4502;5;"2020-09-03";"2021-02-18";408586
"03030519C0029";"30305";"AN";"9998";8;1255;0;2;"2020-02-03";;0
"03033420Z0040";"30334";"AN";"204";4;1601;221;2;"2020-10-31";;834
"03103220C0013";"31032";"ZK";"378";3;24965;0;5;"2020-09-03";"2022-06-01";44322
"03103319G0064";"31033";"AD";"102";8;1190;0;2;"2020-05-14";;50127
"03103520S0015";"31035";"AK";"52";6;1196;0;5;"2020-12-14";"2021-10-05";4590
"03104419C0066";"31044";"CH";"266";3;4428;0;5;"2020-07-30";"2022-01-10";4850
"03104420C0031";"31044";"CI";"41";3;4919;2580;2;"2020-10-31";;5783
"03105620C0017";"31056";"AH";"94";8;1339;3437;2;"2020-08-19";;21268
"03106919C0052";"31069";"BW";"129";3;6787;0;2;"2020-02-05";;0
"03106919C0058";"31069";"BW";"87";3;8438;0;2;"2020-06-23";;3638
"03106920C0020";"31069";"BN";"503";3;1224;2212;5;"2020-08-17";"2021-04-12";4592
"03110420G0002";"31104";"OA";"633";4;2116;0;2;"2020-11-05";;10138
"03110719G0061";"31107";"G";"2121";4;1270;0;2;"2020-01-14";;10989
"03110719G0077";"31107";"H";"1365";6;1177;0;5;"2020-05-12";"2021-02-08";8146
"03110719G0078";"31107";;;6;1220;0;2;"2020-03-09";;17724
"03111320C0008";"31113";"BK";"76";8;1200;0;5;"2020-06-30";"2021-02-10";8850
"03115020P0081";"31150";"AX";"1521";4;1330;0;2;"2020-11-10";;9919
"03116120S0004";"31161";"B";"235";8;7616;0;2;"2020-09-30";;20970
"03116919S0028";"31169";"ZK";"319";6;1527;1207;5;"2020-02-18";"2021-09-01";5570
"03118419C0022";"31184";"ZK";"115";6;2086;8529;2;"2020-07-20";;28022
"03122419P0005";"31224";"A";"698";4;3073;0;5;"2020-04-03";"2021-01-05";9405
"03124819Z0023";"31248";"AI";"244";4;1563;4645;2;"2020-02-24";;22574
"0312822000010";"31282";"AN";"640";3;2417;0;2;"2020-08-12";;3237
"03132420G0007";"31324";"AN";"40";6;1664;0;5;"2020-05-28";"2020-10-13";525534
"03138919C0013";"31389";"BA";"176";8;1843;470;5;"2020-01-13";"2020-11-09";2283
"03139519M0079";"31395";"EO";"70";4;3071;388;2;"2020-02-24";;6624
"03139520M0084";"31395";"AH";"38";8;1270;0;5;"2020-12-29";"2021-09-20";6691
"03142119Z0008";"31421";"AI";"50";8;1073;5480;5;"2020-01-20";"2021-08-30";12660
"03155519C0627";"31555";"AI";"60";3;14231;0;2;"2020-02-05";;20333
"03155519C0775";"31555";"AB";"100";6;13470;578100;2;"2020-01-28";;869817
"03155519C0805";"31555";"AH";"130";3;5137;0;2;"2020-03-16";;199403
"03155519C0810";"31555";"BC";"133";3;9885;0;5;"2020-02-12";"2025-02-11";28811
"03155519C0973";"31555";"BO";"106";3;5010;0;5;"2020-09-17";"2023-05-30";5713
"03155519C0981";"31555";"AD";"2";3;9485;0;5;"2020-06-04";"2020-09-16";29197
"03155519C0984";"31555";"AH";"144";6;1075;0;5;"2020-03-16";"2022-01-05";3447
"03155519C1010";"31555";"BI";"3";4;2137;0;5;"2020-07-02";"2020-09-09";225003
"03155520C0002";"31555";"BI";"3";8;2137;0;5;"2020-03-03";"2021-02-28";225003
"03155520C0010";"31555";"AX";"110";3;4200;0;2;"2020-04-27";;7318
"03155520C0214";"31555";"AC";"10";3;2799;0;2;"2020-07-02";;1450
"03155520C0294";"31555";"AX";"192";6;7003;3440;2;"2020-08-03";;12365
"03155520C0460";"31555";"BR";"62";3;1855;594;2;"2020-10-12";;4052
"03155520C0527";"31555";"AD";"276";3;2521;153;2;"2020-11-05";;1558
"03155719C0125";"31557";"AW";"22";3;9875;0;2;"2020-11-24";;4680
"03158219T0087";"31582";"B";"548";8;1025;0;2;"2020-03-10";;3225
"03213219L1042";"32132";"AI";"577";6;1152;0;5;"2020-04-28";"2020-10-19";13894
"03223319G1011";"32233";"C";"1444";6;1564;0;2;"2020-02-17";;7751
"03241220A1002";"32412";"AD";"120";6;1255;4584;5;"2020-09-23";"2022-08-16";31537
"03246220A1002";"32462";"AR";"19";8;1093;0;2;"2020-02-20";;7615
"03301519F0030";"33015";"ZD";"70";4;1911;0;5;"2020-07-10";"2021-05-31";7203
"03302319P0022";"33023";"C";"301";4;2820;0;5;"2020-02-07";"2020-02-12";8711
"03303220X0019";"33032";"AD";"2378";6;2274;0;2;"2020-10-22";;5886
"03305119K0150";"33051";"BO";"15";8;1504;0;2;"2020-03-16";;10770
"03305120K0049";"33051";"BO";"278";4;1688;1678;5;"2020-09-29";"2021-03-10";21407
"03306319Z0583";"33063";"SA";"43";3;1544;1342;2;"2020-03-17";;2036
"03306320Z0192";"33063";"RX";"57";3;1139;865;5;"2020-12-03";"2021-05-06";556
"03306320Z0214";"33063";"BZ";"216";4;1439;1593;5;"2020-09-10";"2021-03-31";58522
"03306320Z0381";"33063";"BS";"122";3;7419;2166;2;"2020-12-22";;9080
"03307320J0006";"33073";"Y";"2";6;4475;0;2;"2020-08-25";;706949
"03307519Z1109";"33075";"AO";"39";3;4210;0;5;"2020-09-10";"2021-11-15";2742
"03307520Z1059";"33075";"AB";"78";8;3786;0;2;"2020-11-12";;15126
"03309019Z0004";"33090";"B";"282";6;12313;0;5;"2020-03-23";"2020-07-01";152018
"03312220V1092";"33122";"D";"4650";8;2922;0;5;"2020-12-11";"2021-04-01";90924
"03316520X0032";"33165";"AD";"202";3;3120;0;5;"2020-12-30";"2021-09-27";6438
"03320019V0063";"33200";"AY";"366";8;2534;0;2;"2020-02-25";;0
"03320019V0066";"33200";"AY";"378";8;3339;0;5;"2020-02-13";"2021-03-15";0
"03320320S0060";"33203";"AX";"384";4;1740;2365;5;"2020-11-23";"2022-03-30";13518
"03320720F0016";"33207";"BD";"123";8;13132;0;5;"2020-09-16";"2023-12-11";61468
"03323320J0005";"33233";"ZN";"23";8;1463;0;2;"2020-11-05";;21895
"03323819R0117";"33238";"BO";"142";8;1160;6890;5;"2020-01-20";"2020-05-11";21532
"03327319Z0075";"33273";"AM";"174";3;1423;0;5;"2020-07-27";"2021-01-20";5562
"03327420P0016";"33274";"D";"1013";6;2747;4894;5;"2020-10-07";"2020-10-22";46673
"03327720W0006";"33277";"ZI";"5";8;1370;0;5;"2020-11-30";"2021-06-30";157650
"03328119Z0257";"33281";"AH";"935";3;4410;0;5;"2020-02-13";"2021-06-30";6022
"03328119Z0300";"33281";"HE";"22";3;2010;384;5;"2020-04-17";"2020-07-20";2384
"03328119Z0302";"33281";"AC";"254";8;4119;3748;2;"2020-04-17";;23756
"03328420K0145";"33284";"CT";"1296";3;1446;0;5;"2020-12-14";"2021-12-08";5185
"03330720P0012";"33307";"A";"1350";8;1400;560;5;"2020-11-05";"2021-02-01";0
"03331819Z1231";"33318";"BN";"213";8;1170;10108;5;"2020-02-18";"2020-11-02";21093
"03333020Z0025";"33330";"ZB";"196";6;4535;0;2;"2020-11-24";;12397
"03335120J0004";"33351";"YM";"369";8;1743;0;5;"2020-08-24";"2021-09-08";3845
"03335219P0011";"33352";"AV";"712";4;2122;0;5;"2020-06-09";"2020-09-16";0
"03336620J0008";"33366";"A";"1070";6;17189;0;5;"2020-06-09";"2020-10-05";68611
"03336620J0046";"33366";"A";"1040";8;5123;0;5;"2020-10-09";"2021-08-09";81458
"03339319F0070";"33393";"XA";"282";6;1074;0;5;"2020-03-10";"2020-04-13";8174
"03339720X0002";"33397";"BA";"43";4;1363;0;5;"2020-06-10";"2020-11-23";1948
"03344820P0003";"33448";"B";"1658";8;2285;0;5;"2020-06-09";"2020-09-21";5790
"03349620Z0003";"33496";"AL";"288";8;9542;0;5;"2020-07-31";"2021-04-20";36868
"03350619X0011";"33506";"ZI";"118";8;1477;0;5;"2020-01-09";"2020-03-09";3230
"03352920K0040";"33529";"HA";"14";8;1948;3423;5;"2020-05-12";"2020-09-10";8603
"03353520X0022";"33535";"AO";"3";8;1246;0;5;"2020-09-16";"2021-01-11";25735
"03353520X0023";"33535";"AO";"21";4;1771;0;2;"2020-11-12";;0
"03355019Z0166";"33550";"AS";"131";3;4181;0;5;"2020-12-04";"2023-05-15";165000
"03355019Z0167";"33550";;;3;2434;0;5;"2020-12-04";"2022-09-15";0
"03355019Z0168";"33550";;;4;2556;0;5;"2020-12-02";"2022-07-15";0
"03355019Z0191";"33550";"AS";"202";4;2577;3528;5;"2020-09-15";"2020-10-06";14500
"0340102000016";"34010";"AV";"63";8;1006;0;5;"2020-10-19";"2021-04-01";11500
"03402317V1052";"34023";"AP";"699";3;1420;0;2;"2020-03-12";;3286
"03403219T0199";"34032";"AH";"266";8;5000;0;5;"2020-03-26";"2021-05-17";25327
"03405720M0033";"34057";"AN";"102";3;2393;0;5;"2020-09-03";"2020-12-04";2900
"03409519M0029";"34095";"BA";"185";8;1850;0;5;"2020-03-05";"2020-11-12";5012
"03410820V0001";"34108";"AB";"130";8;1610;7990;5;"2020-07-22";"2021-10-13";32462
"03411619M0029";"34116";"BA";"6";3;1221;0;5;"2020-03-13";"2022-12-31";1608
"03412019M0016";"34120";"AK";"10";3;6712;3960;5;"2020-01-30";"2020-06-17";6399
"03412019M0026";"34120";"AK";"1";3;1521;1677;2;"2020-01-10";;5265
"03413420M0015";"34134";"BX";"79";3;1304;0;2;"2020-12-22";;0
"03415419A0113";"34154";"DL";"137";3;6266;0;5;"2020-10-09";"2021-04-15";9754
"03415720V0052";"34157";"BP";"53";8;3967;0;5;"2020-09-17";"2020-11-05";6858
"03419419C0020";"34194";"AK";"248";4;3284;0;5;"2020-01-10";"2021-01-04";5450
"03419819M0037";"34198";"AE";"59";3;9800;0;5;"2020-01-16";"2021-05-12";5901
"0342391900027";"34239";"AL";"204";4;2656;0;5;"2020-03-12";"2020-06-01";18967
"03427420M0006";"34274";"P";"130";6;2008;0;5;"2020-06-08";"2020-10-22";7592
"0343012070027";"34301";"AD";"326";8;2994;0;5;"2020-09-04";"2021-09-06";6257
"03431020H0007";"34310";"AW";"189";8;1107;0;2;"2020-09-30";;11
"03432020M0017";"34320";"AX";"91";8;1201;0;2;"2020-12-24";;3415
"03432119A0028";"34321";"C";"829";8;1469;0;2;"2020-01-21";;3116
"03432719M0030";"34327";"BB";"152";8;1848;0;2;"2020-01-07";;4515
"03432720M0025";"34327";"BB";"293";8;1101;13599;5;"2020-07-17";"2020-11-17";33843
"03433619Z0017";"34336";"AS";"284";6;1367;0;5;"2020-08-18";"2021-06-14";6500
"03433619Z0018";"34336";"AS";"278";4;2845;0;5;"2020-09-18";"2021-08-31";10357
"03501219W0040";"35012";"WD";"256";3;1996;0;5;"2020-01-23";"2021-11-15";2539
"0350211900009";"35021";"AB";"75";4;2045;0;2;"2020-03-17";;15818
"03505120A0031";"35051";"BB";"5";3;6097;3352;5;"2020-11-10";"2021-04-12";9625
"03512718W0069";"35127";"ZP";"491";4;6662;0;5;"2020-07-31";"2025-09-08";19995
"03515520W0004";"35155";"ZB";"102";8;1360;2591;2;"2020-10-16";;8913
"03520719P0027";"35207";"F1";"469";8;3558;0;2;"2020-02-25";;7044
"03521019M0044";"35210";"BI";"232";3;1251;4898;5;"2020-09-28";"2021-06-29";0
"03521020M0013";"35210";"E";"155";8;5944;0;5;"2020-11-02";"2021-05-03";13022
"0352302000001";"35230";"0C";"772";6;1623;9017;5;"2020-05-25";"2020-06-15";25206
"0352382010222";"35238";"KP";"279";8;1496;0;5;"2020-11-04";"2021-03-22";3614
"03527020B0002";"35270";"ZD";"130";6;5395;11990;5;"2020-09-18";"2020-12-01";5440
"03527820U0004";"35278";"AM";"22";3;1352;445;2;"2020-07-06";;1420
"03528820A0068";"35288";"YA";"149";8;2901;0;5;"2020-08-10";"2020-12-05";7609
"03529720B0013";"35297";"ZV";"8605";4;1340;1128;5;"2020-10-16";"2021-02-17";16077
"03611620N0001";"36116";;;8;1590;0;5;"2020-01-30";"2020-10-10";0
"03612719S0009";"36127";"ZK";"178";8;1076;0;5;"2020-07-03";"2020-09-03";8295
"0370111920010";"37011";"AB";"1388";6;1049;0;2;"2020-06-26";;0
"03702720D0005";"37027";"ZM";"206";4;1780;3719;2;"2020-06-04";;13875
"0370532030001";"37053";"C";"2845";6;1111;2197;5;"2020-05-05";"2020-05-25";289835
"03715619C0076";"37156";"AP";"126";4;1969;1119;5;"2020-03-18";"2020-07-06";9212
"03717219N0026";"37172";"AW";"186";6;2256;0;2;"2020-01-29";;6595
"0372141900083";"37214";"BP";"273";4;1203;0;5;"2020-03-02";"2020-07-30";9524
"0372261940015";"37226";"ZY";"314";4;1756;0;2;"2020-08-19";;12035
"0372331900021";"37233";"AX";"136";4;7740;0;2;"2020-03-16";;23021
"03725420H0008";"37254";"0A";"1230";6;10364;0;5;"2020-08-21";"2021-01-10";365337
"03726119T0101";"37261";"BI";"100";3;5206;0;5;"2020-01-27";"2020-07-04";19639
"0380132020020";"38013";"AO";"269";3;1707;1318;2;"2020-12-14";;6803
"0380852010023";"38085";"AM";"677";4;1930;0;2;"2020-10-31";;0
"0381282020004";"38128";"0F";"229";6;1395;3082;5;"2020-07-13";"2020-11-16";4163
"0381382010007";"38138";"AB";"723";6;1208;2535;2;"2020-11-26";;7615
"0381402010025";"38140";"AZ";"71";6;9935;29624;5;"2020-10-09";"2021-07-15";200000
"0381572010016";"38157";"AB";"409";6;2959;0;2;"2020-12-30";;14820
"0381972010014";"38197";"0A";"57";8;9997;0;2;"2020-10-08";;0
"0381982010007";"38198";"ZE";"184";8;1249;899;5;"2020-07-28";"2021-01-04";18495
"0382182010002";"38218";"ZE";"397";8;2671;0;5;"2020-04-27";"2023-02-20";4839
"0382391910028";"38239";"AI";"288";4;1920;0;5;"2020-02-26";"2021-01-08";31127
"0383171910011";"38317";"AP";"68";6;2313;0;5;"2020-02-04";"2021-05-01";5130
"0383171910012";"38317";"AB";"226";6;1918;51640;2;"2020-01-30";;63647
"0383171910015";"38317";"AN";"139";8;2035;1877;5;"2020-01-23";"2020-07-15";9765
"0383171910017";"38317";"AB";"226";3;1177;51640;2;"2020-02-25";;113509
"0383481910038";"38348";"AN";"202";8;1931;2300;2;"2020-08-13";;6905
"0383822010026";"38382";"AX";"76";8;1946;0;5;"2020-12-29";"2022-02-01";12959
"0383842010005";"38384";"ZE";"173";8;2359;2598;2;"2020-06-18";;10909
"0384491910010";"38449";"A";"1612";6;3614;0;2;"2020-01-20";;30021
"0384682010007";"38468";"AP";"828";8;1113;0;5;"2020-07-22";"2021-03-01";11397
"0384682010013";"38468";"AS";"1117";6;1152;550;2;"2020-09-21";;16812
"0384862010007";"38486";"C";"476";3;2144;450;2;"2020-10-05";;2200
"0385302010006";"38530";"B";"1570";8;1732;1318;5;"2020-07-30";"2020-10-12";7218
"0385602010001";"38560";"AD";"248";8;1240;0;2;"2020-07-31";;5925
"03900119D0008";"39001";"AK";"87";6;12600;0;5;"2020-01-16";"2021-06-01";274091
"03905620P0001";"39056";"ZD";"145";8;1521;4333;2;"2020-06-09";;14295
"03936220P0008";"39362";"AV";"469";4;1530;0;2;"2020-10-07";;0
"03946219D0001";"39462";"ZL";"10";8;68555;0;2;"2020-03-10";;424328
"03947520P0004";"39475";"AC";"30";6;1172;0;2;"2020-06-08";;45502
"03947820H0010";"39478";"AE";"177";4;1401;2058;2;"2020-11-25";;2716
"04000119S0026";"40001";"ZL";"77";4;2868;0;5;"2020-04-01";"2020-09-15";16512
"04013420C0013";"40134";"F";"210";6;3750;0;5;"2020-09-04";"2023-11-20";53772
"04018420M0048";"40184";"0N";"772";8;1090;0;5;"2020-09-03";"2021-03-15";8188
"04021720M0034";"40217";"AX";"1067";8;1718;2846;5;"2020-05-07";"2020-07-08";9809
"04021720M0096";"40217";"AB";"1246";3;1630;0;5;"2020-12-04";"2021-08-30";793
"04026120D0040";"40261";"AH";"14";6;1283;0;5;"2020-10-29";"2021-02-17";5000
"04028120F0022";"40281";"AI";"151";8;2395;0;5;"2020-06-17";"2020-10-12";8173
"04028819F0018";"40288";"AW";"118";6;1031;13690;2;"2020-05-18";;138710
"04031019X0130";"40310";"CR";"279";4;1155;2203;5;"2020-03-16";"2020-11-12";23061
"04101019N0008";"41010";"YD";"38";6;6061;0;2;"2020-03-12";;200370
"04104720A0005";"41047";"A";"1010";8;1110;7398;5;"2020-08-03";"2020-08-10";48062
"04110620W0009";"41106";"AN";"337";4;2103;0;5;"2020-10-22";"2020-10-28";6079
"04113619E0027";"41136";"AR";"522";4;2144;2687;5;"2020-11-30";"2021-05-31";11075
"04115420D0005";"41154";"ZS";"139";6;9994;0;5;"2020-12-29";"2021-04-19";82315
"04115819N0011";"41158";"ZM";"589";8;2418;0;5;"2020-03-17";"2020-04-08";41228
"04126919V0041";"41269";"CL";"51";3;1212;0;5;"2020-01-23";"2020-06-03";15914
"04200519A0073";"42005";"AE";"287";6;1719;0;2;"2020-03-16";;5939
"04200520A0035";"42005";"AH";"357";6;1650;0;2;"2020-09-17";;0
"0421031700024";"42103";"A";"287";3;1575;0;2;"2020-05-14";;8975
"04212319S0023";"42123";"E";"499";6;1586;0;2;"2020-01-14";;4894
"04212719M0010";"42127";"AE";"130";8;48828;0;5;"2020-03-03";"2022-03-24";0
"04216620R0004";"42166";"AC";"125";8;1064;1247;5;"2020-10-20";"2021-02-01";20158
"04218920L0006";"42189";"BH";"71";8;1202;0;2;"2020-07-01";;2458
"04220719S0088";"42207";"BN";"115";4;1595;530;5;"2020-10-27";"2023-02-20";0
"04221520C0005";"42215";"A";"1224";8;1694;0;2;"2020-09-14";;11299
"0422181900195";"42218";"CS";"195";3;2600;0;2;"2020-03-05";;2885
"0422181900217";"42218";"CP";"187";3;1742;60;2;"2020-04-16";;3504
"0422182000020";"42218";"CP";"172";8;2568;0;5;"2020-06-04";"2020-11-09";5270
"04230520S0003";"42305";"AO";"124";3;1028;0;2;"2020-04-15";;697
"04232319A0048";"42323";"ZI";"30";6;5703;7176;5;"2020-01-06";"2020-10-05";17010
"04233019S0023";"42330";"AD";"522";6;1923;0;5;"2020-01-24";"2021-04-19";9336
"04304619P0008";"43046";"AO";"333";4;2526;1075;5;"2020-05-20";"2021-03-15";7702
"04306220P0014";"43062";"AC";"343";6;12004;0;5;"2020-10-30";"2021-02-15";50187
"04315720P0006";"43157";"AK";"122";3;3202;0;5;"2020-10-05";"2024-11-26";6043
"04402020Y1098";"44020";"BS";"6";8;2603;0;2;"2020-11-19";;7802
"04402620Z1086";"44026";"BB";"104";8;1880;5342;5;"2020-11-30";"2021-03-05";11096
"04405120C1005";"44051";"XX";"53";8;3496;0;5;"2020-03-19";"2020-07-06";20000
"04406620E0039";"44066";"CD";"23";6;2655;0;2;"2020-08-13";;5858
"04406720F0041";"44067";"ZY";"134";8;1076;0;2;"2020-11-17";;22202
"04406920R1106";"44069";"YP";"439";6;2076;2819;2;"2020-10-22";;24251
"04407220S1081";"44072";"YR";"100";6;8135;28584;5;"2020-12-22";"2022-05-02";334325
"04407320E0054";"44073";"XN";"292";8;37741;37741;2;"2020-11-23";;88465
"04408119B1039";"44081";"AH";"20";4;1962;0;2;"2020-09-03";;22201
"04409820F1022";"44098";"YO";"77";8;1336;0;5;"2020-06-22";"2020-12-02";11407
"04410319T1048";"44103";"ZY";"234";8;1627;13638;2;"2020-01-16";;37980
"04410320T1012";"44103";"AT";"136";6;2200;3825;2;"2020-04-02";;13110
"04410320T1023";"44103";"BH";"58";8;1184;0;2;"2020-08-31";;137707
"04410320T1039";"44103";"BH";"58";6;10232;19557;5;"2020-09-14";"2020-11-23";137866
"04410320T1047";"44103";"AI";"344";8;1829;723;2;"2020-11-13";;7389
"04411419Z0119";"44114";"AX";"255";6;1403;1403;5;"2020-01-20";"2020-09-02";5026
"04413820N0001";"44138";"ZV";"136";8;2049;6247;5;"2020-04-28";"2020-05-05";30978
"04416219Z1077";"44162";"CV";"29";6;3182;3435;5;"2020-06-05";"2022-01-31";10712
"04416219Z1086";"44162";"CV";"29";6;2878;0;5;"2020-06-05";"2022-01-31";10712
"04417219Z0057";"44172";"AE";"112";4;1742;5696;5;"2020-07-22";"2021-05-03";17377
"04418419T1173";"44184";"HM";"896";8;3169;0;5;"2020-04-02";"2020-09-14";10089
"04418419T1206";"44184";"HO";"809";6;3295;26280;5;"2020-01-06";"2020-01-14";115401
"04418420T1018";"44184";"HO";"1081";4;2844;2778;5;"2020-06-17";"2021-06-28";9798
"04418720E1009";"44187";"YA";"33";6;2212;35146;5;"2020-03-17";"2020-12-07";181947
"04418820B1056";"44188";"AE";"138";8;1399;5195;2;"2020-10-08";;9454
"04419019Y1079";"44190";"CW";"5";3;6127;653;2;"2020-02-13";;6293
"04419020Y1038";"44190";"CX";"51";4;22539;0;5;"2020-12-08";"2025-05-19";6735
"04421319W1062";"44213";"AC";"28";6;1540;0;5;"2020-03-02";"2020-11-23";8491
"04500820Y0006";"45008";"YA";"76";8;1898;0;2;"2020-12-18";;13293
"04505019N0004";"45050";"AH";"346";6;1992;9182;5;"2020-05-14";"2021-04-14";31760
"04506219Y0008";"45062";"ZC";"17";6;2550;0;5;"2020-01-30";"2020-09-28";19298
"04509820Y0004";"45098";"AE";"63";6;1718;3501;2;"2020-05-07";;11530
"0451222000003";"45122";"I";"688";6;1278;0;2;"2020-09-08";;0
"04513719N0010";"45137";"ZV";"17";8;29610;0;5;"2020-03-16";"2021-12-08";69490
"0451471900055";"45147";"BL";"28";6;1303;8377;5;"2020-03-10";"2021-10-25";28698
"0451471900057";"45147";"BM";"552";6;3308;25064;5;"2020-02-20";"2020-02-20";100281
"0451471900064";"45147";"BM";"107";4;2871;5947;5;"2020-07-24";"2023-02-20";25565
"04517520F0006";"45175";"AH";"231";4;1122;0;5;"2020-11-20";"2021-04-19";16330
"04520319Y0011";"45203";"ZK";"162";4;1541;0;2;"2020-01-31";;4520
"04522919L0006";"45229";"AL";"111";6;1510;0;5;"2020-01-14";"2020-01-21";49409
"0452321920097";"45232";"BC";"370";4;7773;21408;5;"2020-04-17";"2022-01-31";60955
"04523419D0183";"45234";"CM";"499";4;2854;0;5;"2020-05-19";"2023-12-07";1725
"04524820Y0022";"45248";"AE";"65";6;1931;10144;5;"2020-10-01";"2020-11-06";31073
"04527219B0011";"45272";"AS";"171";3;2045;0;5;"2020-02-13";"2020-08-17";13636
"04527320J0013";"45273";"ZB";"102";6;9980;0;5;"2020-07-01";"2021-03-15";169661
"04528420E0014";"45284";"BL";"100";3;14037;13857;5;"2020-09-14";"2021-06-21";43274
"0461092090004";"46109";"A";"2314";8;1470;0;2;"2020-08-18";;5579
"0461972090001";"46197";"D";"781";6;1600;0;2;"2020-07-03";;17816
"04629720G0015";"46297";"OD";"2223";4;1462;0;5;"2020-07-03";"2021-03-23";9867
"04630119X0012";"46301";"B";"889";6;1642;1854;5;"2020-02-19";"2020-10-26";3728
"04705119A0022";"47051";"AL";"67";4;1045;1792;5;"2020-10-20";"2021-12-23";8631
"04705220G0025";"47052";"A";"133";6;4393;25073;5;"2020-12-10";"2021-03-08";336546
"04708320B0001";"47083";"B";"799";6;1074;3740;5;"2020-09-25";"2021-04-22";0
"04709119A0052";"47091";"AC";"188";4;4968;0;5;"2020-01-09";"2020-07-06";9718
"04711120K0005";"47111";"ZC";"88";8;5023;7395;2;"2020-12-17";;44060
"04718520C0017";"47185";"BH";"58";8;1683;2540;5;"2020-11-19";"2021-12-13";8958
"04722819M0006";"47228";;;6;2275;3470;2;"2020-02-14";;0
"04723820A0014";"47238";"ZE";"56";6;3050;0;5;"2020-09-25";"2020-11-04";0
"04901819M0046";"49018";"ZN";"37";3;6410;0;2;"2020-01-06";;7960
"04902019A0032";"49020";"ZC";"273";4;1730;89027;2;"2020-10-15";;223103
"0490212000014";"49021";"ZS";"191";6;6432;472;5;"2020-05-25";"2020-07-20";42000
"04902319H0156";"49023";"AV";"429";4;2572;0;5;"2020-01-13";"2024-12-18";26025
"04902320H0002";"49023";"B";"1362";6;19492;0;5;"2020-03-16";"2020-07-28";67019
"04902320H0058";"49023";"B";"1055";6;1123;1027;5;"2020-06-25";"2021-03-01";6015
"04909919C0133";"49099";"ET";"17";4;1076;1717;2;"2020-01-30";;333037
"04909920C0099";"49099";"AI";"274";6;1064;0;5;"2020-08-13";"2021-04-19";5500
"04912320M0051";"49123";"ZM";"716";4;1181;539;5;"2020-11-03";"2021-08-30";17175
"04921119C0013";"49211";"A";"515";6;2530;15314;5;"2020-05-29";"2021-10-04";3066
"04924620C0025";"49246";"AT";"896";4;1048;6282;5;"2020-12-16";"2022-01-31";0
"0493281900075";"49328";"CT";"142";4;1497;5220;5;"2020-03-16";"2024-01-08";25761
"04933120N0040";"49331";"A";"1016";6;1569;1993;2;"2020-09-21";;40314
"05000220W0002";"50002";"AR";"112";4;2393;1083;2;"2020-09-03";;5850
"05008720Q0007";"50087";"C";"1257";8;3102;0;2;"2020-09-14";;13014
"05013720J0001";"50137";"ZP";"160";6;3287;0;5;"2020-03-31";"2020-06-15";0
"05014520W0002";"50145";"A";"236";8;1564;0;5;"2020-06-29";"2020-08-31";39031
"05041120J0002";"50411";"ZI";"387";4;1324;0;5;"2020-07-02";"2020-12-01";8290
"05044419W0022";"50444";"AC";"208";4;2131;3913;5;"2020-04-02";"2020-06-22";11007
"05047420J0002";"50474";"C";"684";8;1810;0;5;"2020-05-07";"2020-07-07";0
