"NUM_DAU";"COMM";"SEC_CADASTRE1";"NUM_CADASTRE1";"DESTINATION_PRINCIPALE";"SURF_LOC_CREEE";"SURF_LOC_AVANT";"ETAT_DAU";"DATE_REELLE_AUTORISATION";"DATE_REELLE_DOC";"SUPERFICIE_TERRAIN"
"00606920E0028";"06069";"BZ";"158";6;3233;13274;2;"2020-06-30";;31286
"00608520D0058";"06085";"AY";"330";3;2003;0;2;"2020-11-12";;1982
"00608819S0197";"06088";"OH";"18";3;2551;0;5;"2020-04-21";"2023-04-17";957
"00608819S0323";"06088";"NX";"183";3;4100;0;2;"2020-09-30";;1072
"00615219T0045";"06152";"AN";"36";3;5922;973;5;"2020-01-30";"2020-02-24";7840
"00615219T0062";"06152";"AE";"167";3;2210;0;5;"2020-10-08";"2021-12-13";16830
"00701020A0031";"07010";"BD";"137";6;1257;5819;5;"2020-11-03";"2020-11-06";9483
"00701319A0024";"07013";"D";"1279";6;1941;0;5;"2020-06-26";"2020-07-01";44875
"00701920D0017";"07019";"0D";"4472";8;1715;13532;2;"2020-08-06";;36287
"00704220C0009";"07042";"AK";"243";8;1200;0;5;"2020-05-28";"2021-01-07";6310
"00713819D0029";"07138";"AS";"297";8;1103;1308;5;"2020-02-24";"2020-07-20";6779
"00718120C0010";"07181";"AC";"335";8;2476;5323;5;"2020-10-31";"2024-11-05";0
"00722519A0021";"07225";"A";"992";4;2817;0;2;"2020-06-09";;12090
"00731620A0002";"07316";"ZE";"473";8;4845;1269;2;"2020-03-31";;8880
"00734920A0011";"07349";"AD";"127";6;1755;4050;5;"2020-12-09";"2021-01-04";18003
"00807620U0009";"08076";"C";"203";8;2062;0;5;"2020-09-22";"2022-05-01";4191
"00810519X0021";"08105";"BW";"390";4;1702;1100;2;"2020-07-03";;889
"00824419E0001";"08244";"C";"314";4;1609;2336;5;"2020-03-04";"2020-08-19";16930
"00828420A0007";"08284";"C";"2055";6;2607;0;2;"2020-12-29";;0
"00848018A0015";"08480";"X";"440";4;2923;35441;5;"2020-01-21";"2021-10-18";118108
"00919420A0003";"09194";"0E";"1232";3;2102;0;5;"2020-04-23";"2021-02-01";4117
"00922519K0077";"09225";"YB";"98";6;2000;0;5;"2020-02-24";"2020-04-14";152634
"00922520K0001";"09225";"YB";"10";6;7161;0;2;"2020-07-31";;30000
"00926420A0004";"09264";"0C";"621";3;1868;0;5;"2020-09-29";"2021-01-25";21611
"01008120I1006";"10081";"AL";"62";8;2100;0;2;"2020-11-24";;6070
"0101911900003";"10191";"ZM";"134";6;1075;1333;2;"2020-04-27";;5051
"01026819D0009";"10268";"F";"807";8;2759;683;2;"2020-01-17";;6023
"01028719C0006";"10287";"ZK";"113";8;1088;0;2;"2020-02-07";;21177
"01038019W0002";"10380";"ZK";"28";8;9832;0;2;"2020-05-25";;219222
"0103872000041";"10387";"AK";"613";4;1316;0;5;"2020-08-11";"2020-09-14";25871
"01106919R0144";"11069";"CW";"126";6;1040;12055;2;"2020-02-06";;43312
"01106920R0023";"11069";"PX";"2";4;1387;705;5;"2020-05-28";"2020-11-01";4074
"01120320S0001";"11203";"E";"965";8;3025;0;2;"2020-03-03";;33103
"01120320S0028";"11203";"E";"2042";8;1147;0;2;"2020-11-04";;2400
"01126219N0151";"11262";"DH";"161";4;1039;0;5;"2020-01-24";"2021-09-01";6558
"01126219N0203";"11262";"DK";"402";3;2237;0;2;"2020-01-13";;1789
"01126219N0235";"11262";"CX";"3";8;1423;0;5;"2020-02-03";"2020-05-25";3305
"01126219N0277";"11262";"DS";"260";3;4552;0;5;"2020-06-29";"2021-02-15";6411
"01135319L0005";"11353";"AR";"155";4;1779;1298;5;"2020-01-02";"2021-10-12";5885
"01139720D0004";"11397";"AP";"8P";6;5712;0;5;"2020-07-21";"2021-06-01";23510
"01203320G0024";"12033";"F";"432";6;1980;7049;5;"2020-11-05";"2020-11-06";6207
"01204720A1001";"12047";"ZH";"20";6;2482;448;5;"2020-04-20";"2020-06-15";24381
"01219820G0007";"12198";"BY";"185";6;1600;6150;2;"2020-09-15";;8036
"01224120A1024";"12241";"AC";"279";6;1866;7560;5;"2020-12-24";"2021-03-22";0
"01224419G0006";"12244";"C";"452";6;5845;0;5;"2020-03-16";"2022-01-04";102090
"01230519A1003";"12305";"AK";"234";6;22985;0;5;"2020-02-17";"2022-09-07";0
"01300119J0406";"13001";"HP";"822";3;6764;0;5;"2020-08-31";"2022-06-26";3680
"01300119J0413";"13001";"IZ";"34";3;1193;424;5;"2020-08-26";"2021-06-28";3128
"01300120J0029";"13001";"ID";"11";3;1990;377;5;"2020-11-23";"2021-02-09";10982
"01300120J0156";"13001";"KR";"42";3;4818;1670;2;"2020-12-18";;17320
"0130051900094";"13005";"CS";"465";8;1094;554;5;"2020-01-16";"2021-04-19";7512
"0130051900139";"13005";"DX";"95";8;2019;1268;5;"2020-02-27";"2020-07-02";4976
"0130051900145";"13005";"DW";"30";4;1548;0;5;"2020-01-30";"2020-05-26";1287
"01301020N0004";"13010";"BL";"58";6;1329;1507;2;"2020-12-16";;3517
"01301420F0026";"13014";"CX";"258";6;4500;0;5;"2020-10-14";"2020-11-16";19214
"0130151900043";"13015";"BS";"303";8;1094;0;5;"2020-01-24";"2020-12-07";2973
"0130152000041";"13015";"CM";"94";3;2778;403;2;"2020-12-22";;4793
"0130271900092";"13027";"AP";"156";8;1047;8889;5;"2020-01-20";"2021-04-05";16770
"01304519N0029";"13045";"AB";"236P";8;18827;0;2;"2020-06-17";;57453
"01304719G0081";"13047";"K";"1099";6;2500;4554;5;"2020-12-10";"2022-11-28";19500
"01305020M0010";"13050";"AE";"632";6;1414;4157;5;"2020-07-31";"2023-03-06";0
"0130511900057";"13051";"AC";"174";3;1034;0;5;"2020-02-10";"2021-01-01";0
"0130512000005";"13051";"AL";"484";3;1798;0;5;"2020-07-09";"2021-01-20";0
"01305420F0006";"13054";"AD";"12";3;1108;0;5;"2020-09-17";"2021-02-15";2388
"01305420F0013";"13054";"AA";"26";6;1123;12947;5;"2020-05-27";"2020-07-01";74437
"01305420F0014";"13054";"AA";"28";3;1352;133764;2;"2020-05-25";;0
"0132111900635";"13055";"C";"49";8;4939;250;5;"2020-01-24";"2022-02-01";2279
"0132141901004";"13055";"E";"101";4;1012;0;5;"2020-07-28";"2022-03-22";2000
"0132142000305";"13055";"A";"103";8;2412;3225;5;"2020-09-23";"2021-03-24";12904
"0132151900499";"13055";"H";"28";3;8729;0;5;"2020-02-14";"2021-04-09";2062
"01306220K0010";"13062";"AA";"5";8;1148;100;2;"2020-08-04";;347
"01307119C0123";"13071";"AM";"152";4;3190;0;2;"2020-10-30";;5776
"01307119C0133";"13071";"AL";"164";4;3683;622;2;"2020-09-22";;16489
"01307120C0034";"13071";"AL";"318";4;1470;1195;2;"2020-07-24";;7087
"01308719L0032";"13087";"AW";"111";8;5566;0;5;"2020-07-22";"2021-05-17";30602
"01308720L0020";"13087";"AX";"109P";8;32939;0;2;"2020-12-23";;81650
"01308720L0023";"13087";"AX";"233P";6;11947;0;5;"2020-12-14";"2022-10-17";31470
"01309119M0028";"13091";"BS";"16";4;2300;0;2;"2020-03-13";;6113
"01309720S0001";"13097";"AX";"156";4;1485;0;5;"2020-07-06";"2023-06-19";8907
"01310020P0050";"13100";"CT";"188";8;1603;0;5;"2020-11-30";"2021-06-28";4392
"01310319E0060";"13103";"CN";"631";8;1457;0;2;"2020-01-07";;14341
"01310319E0087";"13103";"CV";"269";4;5400;0;2;"2020-07-06";;12747
"01310319E0124";"13103";"CZ";"140";8;1110;17;5;"2020-03-19";"2021-01-04";3120
"01310820S0009";"13108";"F";"2059";8;3000;2278;5;"2020-08-21";"2021-04-26";26700
"01311019L0026";"13110";"CH";"339";8;1471;0;5;"2020-01-13";"2021-07-31";3617
"01311019L0038";"13110";"CH";"378";6;1119;0;5;"2020-07-23";"2021-04-01";3355
"01311019L0042";"13110";"CH";"300";4;4269;0;2;"2020-03-20";;12723
"01311019L0043";"13110";"CH";"344";4;7766;0;2;"2020-09-08";;0
"0131131900039";"13113";"BO";"109";3;1110;0;2;"2020-06-16";;7589
"01311719F0037";"13117";"AT";"600";8;1260;1910;2;"2020-03-06";;7655
"01411819R0137";"14118";"NC";"72";3;2429;0;2;"2020-02-13";;2575
"01416719P0023";"14167";"BI";"319";3;1844;0;2;"2020-03-13";;9163
"0141932000005";"14193";"A";"600";8;7735;0;5;"2020-12-21";"2021-02-01";29563
"01422820R0036";"14228";"ZE";"114";6;4411;6256;5;"2020-12-11";"2020-12-11";21527
"01424220P0002";"14242";"AD";"425";3;1278;0;5;"2020-11-30";"2021-09-06";3030
"01424220R0002";"14242";"AD";"425";3;1278;0;2;"2020-11-30";;3030
"01427120R0004";"14271";"AS";"19";4;2100;0;5;"2020-10-19";"2022-06-13";15223
"01431919P0005";"14319";;;8;2877;0;2;"2020-09-19";;8676
"01433319R0007";"14333";"AO";"94";8;18066;7607;5;"2020-02-28";"2021-12-09";77078
"01434120R0002";"14341";"BK";"230";3;1664;0;5;"2020-10-01";"2022-09-30";9214
"01434120R0003";"14341";"BK";"320";3;3530;0;2;"2020-09-24";;18601
"01443720R0024";"14437";"BP";"51";8;1491;0;5;"2020-12-15";"2021-03-31";8249
"01451419R0037";"14514";"ZB";"360";8;1003;2030;2;"2020-01-13";;5066
"01453820P0013";"14538";"Z";"255";8;3173;0;2;"2020-09-14";;162604
"01501420A0005";"15014";"C";"91";4;2361;333;2;"2020-09-21";;0
"01503320S0003";"15033";"F";"460";6;2826;0;2;"2020-10-27";;0
"01517520A0006";"15175";"BL";"107";6;2826;0;2;"2020-08-26";;18884
"01518719S0024";"15187";"AD";"207";6;2443;0;5;"2020-06-15";"2020-09-07";8177
"01526719A0057";"15267";"BB";"52";6;13027;0;2;"2020-03-18";;79851
"01602820W0015";"16028";"0F";"1164";6;1580;0;2;"2020-10-09";;4090
"01602820W0016";"16028";"AB";"340";8;1581;15227;5;"2020-11-06";"2021-03-29";49889
"01610219T0056";"16102";"BN";"22";4;1204;927;5;"2020-05-07";"2020-09-15";10794
"01613420N0001";"16134";"0B";"1173";6;1939;21704;5;"2020-07-20";"2020-09-01";0
"01613820C0020";"16138";"AH";"304";6;1141;2367;5;"2020-09-24";"2021-03-15";13474
"01615420C0016";"16154";"B";"262";6;1156;0;5;"2020-12-21";"2021-03-01";18181
"01617520W0004";"16175";"0A";"776";6;3090;0;5;"2020-09-10";"2020-12-03";28914
"01624420C0009";"16244";"AE";"450";6;2761;3713;5;"2020-10-21";"2020-10-22";37517
"01635920W0003";"16359";"ZA";"189";6;1331;0;5;"2020-10-30";"2020-11-16";20353
"01636620W0007";"16366";"AE";"17";6;1201;0;5;"2020-11-19";"2021-01-18";4817
"0170281900058";"17028";"AD";"587";8;2300;120170;2;"2020-03-17";;222650
"01704820V0002";"17048";"ZE";"81";6;6803;0;2;"2020-11-03";;112456
"01719220H0001";"17192";"AY";"81";6;1430;0;5;"2020-10-22";"2020-10-23";40079
"01722720H0002";"17227";"ZC";"10";8;4665;0;5;"2020-07-30";"2021-12-08";10380
"0172911900034";"17291";"ZH";"748";4;1570;820;2;"2020-03-24";;1506
"0172991900079";"17299";"CB";"140";6;3365;0;2;"2020-08-13";;40559
"0173002000078";"17300";"HL";"42";6;2550;0;5;"2020-08-07";"2022-03-01";2671
"01733120H0003";"17331";"ZD";"116";6;2078;0;5;"2020-07-23";"2023-07-17";25975
"01740920N0035";"17409";"D";"3173";3;1104;0;5;"2020-09-23";"2022-02-15";2237
"01741519P0102";"17415";"DT";"382";8;1539;2338;5;"2020-03-25";"2021-03-10";10224
"01741820H0001";"17418";"E";"803";8;1700;0;5;"2020-07-15";"2021-09-30";26980
"01744720A0021";"17447";"X";"335";8;2001;0;5;"2020-11-03";"2021-02-15";8904
"01746120N0038";"17461";"A";"2801";4;1199;0;2;"2020-09-26";;0
"01802320M0009";"18023";"ZC";"122";8;2540;2210;2;"2020-10-22";;18932
"01803320B0003";"18033";"ZM";"208";8;1275;0;2;"2020-03-03";;2971
"01803320B0049";"18033";"EK";"236";6;1576;5041;5;"2020-09-16";"2020-10-12";41160
"01803320B0093";"18033";"BN";"187";4;1285;0;2;"2020-11-18";;4217
"01813320D0003";"18133";"AD";"29";6;2515;66685;5;"2020-09-10";"2021-01-05";0
"01821120T0004";"18211";"AA";"159";6;1565;9000;5;"2020-10-02";"2020-11-16";15653
"0182702000001";"18270";"A";"16";8;3260;33480;2;"2020-07-21";;84105
"0182811900024";"18281";"AE";"226";8;1640;0;5;"2020-01-14";"2020-01-20";0
"01927519U0033";"19275";"BD";"120";8;1461;0;2;"2020-01-24";;5023
"02105419B0054";"21054";"AE";"362";4;1725;0;5;"2020-01-28";"2020-08-24";7107
"02105420B0041";"21054";"EK";"266";8;1144;0;5;"2020-10-07";"2021-03-24";2799
"02117119R0026";"21171";"ZB";"259";3;1384;0;5;"2020-06-11";"2020-10-09";3937
"02118520B0001";"21185";"ZA";"180";8;1155;0;5;"2020-04-09";"2020-06-01";13148
"02123119R0203";"21231";"HW";"2";3;9177;0;5;"2020-08-25";"2023-10-02";219300
"02123120R0041";"21231";"AE";"140";3;4800;0;5;"2020-09-29";"2022-01-03";12994
"02123120R0051";"21231";"AK";"297";3;8244;0;5;"2020-12-22";"2025-11-14";3832
"02127819R0032";"21278";"B";"181";3;2004;0;5;"2020-07-24";"2020-12-07";23722
"02129219D0021";"21292";"AK";"20";6;12243;26009;5;"2020-06-02";"2021-09-20";90370
"02135519R0081";"21355";"BY";"164";8;4108;0;5;"2020-06-15";"2020-09-28";74501
"02139019R0019";"21390";"BM";"585";8;1498;1519;2;"2020-04-22";;1526
"02144219B0009";"21442";"AO";"2";6;1690;960;5;"2020-03-11";"2020-04-22";6361
"02147420B0002";"21474";"ZC";"394";8;1984;0;5;"2020-07-02";"2020-12-07";86140
"02151519R0015";"21515";"ZL";"42";8;1562;0;5;"2020-05-26";"2021-11-08";71000
"02154020R0006";"21540";"ZM";"1";3;3738;0;5;"2020-10-28";"2020-10-30";173446
"02160619B0028";"21606";"ZI";"121";8;1445;155;2;"2020-03-09";;15127
"02203420C0006";"22034";"ZR";"105";8;1463;0;2;"2020-03-27";;6011
"02204419Q0026";"22044";"ZD";"232";8;1253;778;5;"2020-03-27";"2020-06-22";6757
"02205519Q0045";"22055";"AD";"1395";4;3532;8825;5;"2020-06-08";"2021-01-18";33794
"02209320F0063";"22093";"BE";"72";8;1240;6949;5;"2020-09-10";"2020-09-28";17650
"02209320F0111";"22093";"AN";"165";8;1368;86;5;"2020-10-12";"2021-06-16";5681
"02213519P0031";"22135";"ZR";"158";8;1991;450;5;"2020-03-09";"2020-06-15";0
"02219620C0004";"22196";"ZC";"226";3;1829;0;5;"2020-07-17";"2020-09-14";6535
"02220619D0004";"22206";"F";"91";8;58223;0;5;"2020-07-22";"2021-03-19";167036
"02221319C0026";"22213";"AL";"107";8;1247;11587;5;"2020-06-19";"2022-09-19";44007
"02221519Q0072";"22215";"BI";"253";8;1055;0;2;"2020-01-17";;29450
"02222519P0030";"22225";"AS";"25";4;2309;0;2;"2020-01-14";;11000
"02222520P0027";"22225";"ZE";"247";8;1110;1260;2;"2020-12-09";;7817
"02225820Q0012";"22258";"ZK";"165";6;1414;2060;5;"2020-08-20";"2020-10-20";8636
"02227819V0051";"22278";"CK";"397";3;1332;0;5;"2020-02-21";"2022-03-02";11250
"02227819V0075";"22278";"CK";"397";3;1698;0;2;"2020-03-06";;11250
"02227820V0023";"22278";"CM";"88";4;3232;5270;5;"2020-09-28";"2021-06-14";11360
"02227820V0050";"22278";"CI";"451";3;1027;0;5;"2020-11-13";"2021-03-29";3020
"02233919C0010";"22339";"D";"3104";4;1484;0;2;"2020-05-15";;343
"02236020Q0005";"22360";"AS";"64";4;3000;0;5;"2020-09-03";"2021-03-29";13252
"02237220Q0010";"22372";"ZB";"532";8;1400;0;2;"2020-06-12";;3246
"02238920Q0035";"22389";"AO";"7";6;1176;3627;2;"2020-11-10";;11759
"02309620G0004";"23096";"ZB";"152";4;1124;0;5;"2020-06-18";"2022-02-07";16430
"02318520A0005";"23185";"BL";"7";6;2068;400;5;"2020-10-19";"2020-10-20";34179
"02318920A0004";"23189";"AR";"125";8;1786;5566;2;"2020-07-17";;81934
"02403719C0119";"24037";"BE";"142";6;7652;0;2;"2020-02-27";;49062
"02429420R0035";"24294";"AE";"319";8;1349;0;5;"2020-04-28";"2022-04-29";53373
"02501120A0003";"25011";"ZA";"175";6;19013;0;2;"2020-09-07";;76919
"02505619B0187";"25056";"HS";"301";6;4501;1000;5;"2020-03-16";"2021-01-07";10729
"02505619B0188";"25056";"HS";"426";6;1150;0;5;"2020-03-16";"2021-01-07";0
"02505620B0060";"25056";"EN";"539";3;6572;0;2;"2020-11-12";;0
"02509720M0001";"25097";"ZA";"P1";3;1506;0;2;"2020-05-14";;11915
"02511219C0012";"25112";"AO";"54";4;5945;0;5;"2020-08-13";"2024-05-15";17900
"02514719C0011";"25147";"ZE";"140";6;2336;0;5;"2020-02-21";"2020-04-08";14500
"02524120N0002";"25241";"ZD";"97";6;2917;2251;2;"2020-11-18";;63934
"02527820V0007";"25278";"ZE";"66";8;1463;0;5;"2020-09-08";"2022-01-31";4198
"02538819K0035";"25388";"AM";"291";4;2310;3260;5;"2020-02-26";"2021-02-01";9688
"02546220P0025";"25462";"AX";"14";4;1531;0;5;"2020-11-04";"2021-01-06";16769
"02554720M0001";"25547";"AB";"174";4;1467;0;5;"2020-05-19";"2020-11-09";7352
"02557820V0015";"25578";"AP";"113";4;1480;0;2;"2020-10-01";;7349
"02557820V0021";"25578";"AP";"106";4;2121;0;5;"2020-09-10";"2021-07-05";15156
"0260022000011";"26002";"ZA";"483";6;2309;3321;2;"2020-05-29";;46280
"02600420V0004";"26004";"YC";"1095";3;4378;0;5;"2020-07-09";"2022-01-03";3505
"02600420V0015";"26004";"YC";"925";3;1118;0;2;"2020-09-29";;3992
"0260092000006";"26009";"A";"1788";6;1291;1368;5;"2020-07-02";"2021-01-12";32090
"02603420C0002";"26034";"ZE";"131";8;1135;0;2;"2020-06-16";;1733
"02603720V0006";"26037";"ZS";"158";6;1385;4437;2;"2020-06-08";;10620
"02605720V0020";"26057";"ZB";"678";6;1205;1093;5;"2020-11-18";"2021-03-01";10356
"02609619V0008";"26096";"ZS";"113";6;1794;0;5;"2020-02-27";"2020-06-01";6807
"02611619D0026";"26116";"0C";"1918";8;68671;0;5;"2020-02-17";"2020-07-15";361894
"02612419V0021";"26124";"ZC";"79";3;3987;3997;2;"2020-01-08";;5513
"02612419V0031";"26124";"ZC";"327";6;1392;0;2;"2020-02-13";;6925
"02612419V0034";"26124";"YC";"151";8;3740;0;5;"2020-03-23";"2020-09-20";0
"02612520D0001";"26125";"YE";"377";6;1491;0;2;"2020-03-30";;3405
"02617320V0005";"26173";"ZM";"74";8;3091;0;5;"2020-08-28";"2020-11-30";57231
"02619720V0012";"26197";;;6;1608;454;2;"2020-09-02";;0
"02623520P0037";"26235";"0T";"389";6;5939;0;2;"2020-12-30";;386605
"02623520P0041";"26235";"YD";"85";8;1242;378;2;"2020-12-07";;5391
"02625219V0039";"26252";"AB";"39";8;5336;5613;2;"2020-04-03";;46649
"0263251900061";"26325";"H";"495";8;9950;0;5;"2020-01-24";"2020-02-24";46115
"0263621900250";"26362";"CL";"102";4;1443;2780;5;"2020-03-06";"2020-11-01";9039
"0263622000011";"26362";"DO";"605";3;8218;0;5;"2020-09-02";"2021-06-01";6365
"0263622000103";"26362";"DO";"445";3;1459;1617;5;"2020-12-30";"2022-04-08";5352
"0271051900026";"27105";;;8;1049;4266;2;"2020-01-24";;10183
"02710820I0001";"27108";"AB";"110";6;1350;0;5;"2020-04-17";"2020-06-01";61108
"02711720Z0001";"27117";"ZD";"204";8;1213;0;2;"2020-10-08";;10366
"02720320F0004";"27203";"ZB";"429";8;2323;0;5;"2020-12-11";"2022-02-01";6397
"02722919O0088";"27229";"AR";"652";8;2335;0;5;"2020-03-16";"2020-07-02";24399
"02726320S0007";"27263";"ZB";"167";6;1135;0;5;"2020-11-02";"2021-05-01";4136
"0273781900005";"27378";"ZH";"37";8;8122;0;2;"2020-05-19";;96801
"0273782000002";"27378";"AW";"83";4;2145;5437;5;"2020-11-09";"2022-01-10";20429
"02748720A0001";"27487";"AE";"126";6;1572;3920;5;"2020-09-11";"2025-09-02";15070
"02756220X0018";"27562";"AO";"164";6;1267;0;2;"2020-10-12";;94377
"0275802000003";"27580";"ZA";"175";8;1144;288;2;"2020-09-10";;6767
"02768419F0014";"27684";"C";"430";8;9900;0;5;"2020-03-06";"2020-07-06";23000
"02770120H3053";"27701";"CV";"239";6;1376;2010;5;"2020-04-16";"2022-01-17";8633
"0280122010002";"28012";"XO";"48";6;1341;2079;2;"2020-03-06";;13001
"0280152000011";"28015";"AT";"13";6;1809;3231;2;"2020-08-24";;52399
"02805620B0006";"28056";"D";"592";6;1450;0;2;"2020-07-09";;1514
"0280851900076";"28085";"ZO";"251";8;3970;2528;5;"2020-02-11";"2020-09-24";17959
"0280982000005";"28098";"ZN";"121";8;1604;0;2;"2020-07-09";;5000
"02816820PC013";"28168";"ZI";"462";8;1770;0;2;"2020-11-03";;5831
"0281692000002";"28169";"A";"128";8;2000;47467;2;"2020-12-03";;293826
"0290191900165";"29019";"DY";"194";8;1028;0;5;"2020-01-07";"2021-02-16";1797
"0290191900185";"29019";;;4;1073;0;2;"2020-07-31";;0
"0290191900214";"29019";"IL";"442";3;1220;0;5;"2020-02-24";"2020-03-11";18862
"0290191900221";"29019";"KY";"44";6;1315;0;2;"2020-01-17";;415148
"0290192000015";"29019";"BN";"206";3;4027;1178;5;"2020-08-12";"2021-01-05";1958
"0290192000098";"29019";"DS";"249";4;3999;4067;5;"2020-10-14";"2021-02-15";17775
"0290192000116";"29019";"HZ";"141";3;6757;0;5;"2020-10-23";"2022-06-04";29520
"0290192000166";"29019";"IL";"440";3;1135;0;5;"2020-11-23";"2022-03-07";3147
"0290202000005";"29020";"YH";"31";8;16574;4470;5;"2020-08-18";"2021-03-31";67046
"0290242000018";"29024";"A";"1007";8;3213;8273;5;"2020-09-11";"2020-11-16";32501
"0290391900098";"29039";"ZN";"233";8;1798;0;2;"2020-05-28";;4901
"0290582000047";"29058";"DB";"35";6;1115;543;2;"2020-09-04";;2637
"0290582000066";"29058";"BR";"113";8;1190;450;5;"2020-09-29";"2021-08-12";3010
"0290682000024";"29068";;;6;1501;0;2;"2020-12-28";;0
"0290752000028";"29075";"H";"1951";3;1412;0;2;"2020-07-15";;12644
"0290752000088";"29075";"G";"2791";6;2327;0;5;"2020-12-10";"2021-03-08";15255
"0291051900045";"29105";"ZC";"280";6;9462;0;5;"2020-01-06";"2020-01-08";0
"0291052000008";"29105";"ZB";"390";6;2302;1680;5;"2020-07-17";"2020-09-21";0
"0291192000007";"29119";"AK";"29";8;2041;1955;2;"2020-09-25";;17405
"0291511900041";"29151";"AI";"342";6;10792;19300;2;"2020-01-07";;45195
"0291812000005";"29181";"ZR";"264";6;1683;0;5;"2020-04-20";"2020-06-22";0
"0292171900016";"29217";"B";"1435";6;2112;0;2;"2020-02-14";;14427
"0292321900185";"29232";"IP";"190";8;1910;3055;2;"2020-05-05";;21638
"0292472000017";"29247";"ZC";"13P";6;3895;0;5;"2020-07-24";"2020-08-24";18675
"0292541900014";"29254";"AO";"24";4;2174;339;5;"2020-05-26";"2020-12-01";0
"0292592000005";"29259";"BH";"630";8;1961;3229;5;"2020-04-23";"2021-09-13";10455
"02A00119D0029";"2A001";"0C";"494";8;1752;0;5;"2020-01-10";"2020-12-12";0
"02A00420A0027";"2A004";"BP";"386";3;1635;783;5;"2020-08-25";"2021-05-15";522
"02A13920R0037";"2A139";"AH";"338";8;1005;0;2;"2020-09-10";;0
"02A24720R0062";"2A247";"AK";"592";8;1050;0;5;"2020-04-27";"2020-08-24";9976
